customer_id,customer_name,email,signup_date,last_purchase_date,purchase_amount,product_category,country
323,Dr. Eric Pineda,dr.ericpineda@@example.com,12-19-2024,,267.85,Electronics,United States
318,Stephen Sanchez,stephen.sanchez@example.com,2024-12-01,05-20-2025,46.73,Home,USA
246, CRAIG LONG ,craig.long@example.com,2025-01-08,05/07/2024,398.35,Fashion,UK
013,JEREMY GONZALES,jeremy.gonzales@example.com,2024/07/20,2024-08-29,367.74,Fashion,france
427,DARRELL COOK,darrell.cook@example.com,26/05/2025,2024-10-07,295.41,Home,United Kingdom
298,Patrick Ellison,patrick.ellison@example.com,03/10/2024,2025/02/20,224.67,home,United States
213, Aaron Medina ,aaron.medina@example.com,23/01/2025,18/08/2024,161.3,home,UK
125,sarah lee,sarah.lee@example.com,2025/01/21,06-06-2025,480.26,Home,
060,JOHN ARELLANO,john.arellano@example.com,2024-09-17,12-11-2024,13.47,Home,United Kingdom
460,Tyler Castillo,tyler.castillo@example.com,12-07-2024,2025-03-06,156.26,Fashio,FRA
120,Christine Jennings,christine.jennings@example.com,2024/11/27,2024/10/17,16.88,Fashion,United Kingdom
212,Brandy Griffin,brandy.griffin@example.com,2025-03-30,2025-02-24,484.39,Home,United Kingdom
423,Joshua Jones,joshua.jones@example.com,10/03/2025,10-12-2024,497.29,Fashion,FRA
302,marcus heath,marcus.heath@example.com,2025/01/01,17/09/2024,462.9,Home,United States
247,Samuel Mcknight,samuel.mcknight@example.com,2024-10-25,2025-05-20,145.85,Electronics,United States
470,Denise Hall,denise.hall@example.com,2025/06/01,,467.68,Fashio,USA
311,Ashley Garcia,ashley.garcia@example.com,2025-04-30,2025-03-06,284.96,Electronics,USA
201,lindsay ochoa,,10-03-2024,16/05/2025,378.95,Fashion,FRA
418,Robert Adkins,robert.adkins@example.com,2025-06-13,,144.68,Home,usa
373,Robert Johnson,,2025/07/02,2024/07/15,202.46,Electronics,United Kingdom
197,Amanda Turner,amanda.turner@example.com,2024-08-17,2024/10/24,445.84,Fashion,United States
179,Edward Hudson,edward.hudson@example.com,2025-02-13,2024-10-12,161.79,Home,France
099,Lance Jefferson,lance.jefferson@example.com,03-14-2025,2025/05/09,180.35,Electronic,France
014,david garrett,davidgarrett@@example.com,2024-10-18,2025-01-27,454.46,Home,France
384,Sara George,sara.george@example.com,2025-05-16,05-17-2025,419.72,Electronics,United Kingdom
131,Anthony Thomas,anthony.thomas@example.com,2025/01/08,27/01/2025,275.04,Home,uk
034,John Fry,john.fry@example.com,09-20-2024,2024/09/30,64.89,Fashion,usa
004,Tammy Moore,tammy.moore@example.com,14/07/2024,2025/01/26,301.64,fashion,United Kingdom
243,Jessica Johnston,,2025-05-23,13/06/2025,125.6,Fashion,USA
258,tammy bailey,tammy.bailey@example.com,2025/03/31,2025/02/18,201.94,Electronics,UK
256,Johnny Payne,johnny.payne@example.com,10-22-2024,06-12-2025,192.89,Home,FRA
277,Travis Moody,travis.moody@example.com,2025-04-02,04/11/2024,446.71,Electronics,USA
134,Willie Hernandez,willie.hernandez@example.com,03-04-2025,2025-06-09,321.35,Fashion,usa
063,david taylor,david.taylor@example.com,21/05/2025,18/10/2024,188.24,Fashion,uk
422,kristy hale,kristy.hale@example.com,04-13-2025,19/08/2024,104.89,Electronics,USA
304,Janet Nguyen,janet.nguyen@example.com,2025-06-01,,392.54,Fashion,usa
457,Riley Harris Jr.,riley.harris.jr.@example.com,03-03-2025,11-10-2024,106.7,Home,france
298,Marcus Hess,marcus.hess@example.com,06-13-2025,19/01/2025,497.94,Fashion,USA
444,courtney gibson,courtney.gibson@example.com,2024-12-14,2025/01/16,202.55,Electronics,FRA
029,Kevin Vaughn,kevin.vaughn@example.com,01-20-2025,2025/04/06,5992.66,Fashion,FRA
281, Christopher Ellison ,christopher.ellison@example.com,2024-11-10,19/05/2025,236.59,Home,france
175,Jaime Strickland,jaime.strickland@example.com,2024/08/21,09-25-2024,219.03,Electronics,USA
449,Craig Ramirez,craig.ramirez@example.com,03-28-2025,2024/08/27,107.82,Electronics,UK
092,Samantha Moore,samantha.moore@example.com,2025/02/21,2025-01-14,-12.15,home,USA
312,Bryan Ward,bryan.ward@example.com,2024/07/25,08/11/2024,68.58,Fashion,FRA
349,Patricia Perry,patricia.perry@example.com,2024-10-02,2025-01-09,367.07,Home,
137,Thomas Hunter,thomas.hunter@example.com,2025-01-31,02/09/2024,211.19,Home,UK
336,Jordan Newman,jordan.newman@example.com,2024/08/19,2025-03-18,280.29,Home,United Kingdom
070,Karen Harris,karenharris@@example.com,2025-06-22,11/08/2024,403.43,Electronics,usa
465,Gavin Alexander,gavin.alexander@example.com,26/01/2025,2024-10-25,142.5,Fashion,United States
495,Joseph Cherry,joseph.cherry@example.com,06-19-2025,,74.4,Fashion,United States
209,Deborah Benton,deborah.benton@example.com,2024/09/18,2024-07-08,201.81,Hom,United States
485,DANIEL JIMENEZ,danieljimenez@@example.com,01-17-2025,26/09/2024,40.97,Electronics,
003,annette carroll,annette.carroll@example.com,2024/11/30,01-04-2025,148.37,Home,FRA
173,Becky Porter,becky.porter@example.com,2025-03-20,03/07/2024,157.5,Home,UK
290,Scott Rodriguez,scott.rodriguez@example.com,06/03/2025,2025/05/23,253.16,Fashion,USA
111,Jessica Hopkins,jessica.hopkins@example.com,2023-13-40,2024/08/14,290.66,Fashio,uk
071,Eric Bowman Jr.,eric.bowman.jr.@example.com,11/04/2025,,135.32,Home,
322, Steve Drake ,stevedrake@@example.com,2025-06-13,21/04/2025,170.09,Electronics,France
478,tara guzman,tara.guzman@example.com,2024/11/11,2024/12/24,337.21,Home,france
094,Chelsea Mclean,chelsea.mclean@example.com,2024-10-16,2024/08/21,100.38,Electronics,FRA
345,Maria Jones,maria.jones@example.com,2024/12/28,09-17-2024,491.87,fashio,uk
400,MARIE VALENZUELA,marie.valenzuela@example.com,2024/09/26,2024/12/08,411.88,Electronics,United Kingdom
087,John Robertson,john.robertson@example.com,2024-11-29,14/11/2024,147.48,Home,United States
011,Andrew Perry,andrew.perry@example.com,2023-13-40,2024-10-27,189.52,Hom,United States
021,Larry Ramirez,,28/05/2025,2023-13-40,235.35,Home,United States
451,Mary Edwards,mary.edwards@example.com,2024/10/19,2024/12/22,204.68,Fashio,usa
432,ELIJAH LONG,elijahlong@@example.com,11-04-2024,05-18-2025,201.65,fashion,USA
169, Julie Page ,julie.page@example.com,2024-12-27,2025/06/11,60.82,Electronics,FRA
123,Chris Lee,chris.lee@example.com,2025-04-24,,376.15,Home,UK
003,Michelle Murray,michellemurray@@example.com,06/09/2024,2023-13-40,283.68,Electronics,uk
030,Nicole Mcneil,nicole.mcneil@example.com,2024/09/22,09-20-2024,5564.87,Electronics,France
298,Steven Mccall,steven.mccall@example.com,10-07-2024,2025-01-31,342.3,fashion,france
474,Thomas Anderson,thomas.anderson@example.com,2024/09/17,2024/10/06,207.67,Fashion,france
053,Andrew Martinez,andrew.martinez@example.com,2025/03/15,09/08/2024,383.14,Home,france
280,David Bauer,david.bauer@example.com,2023-13-40,07/09/2024,423.1,Fashion,france
254,Jennifer James,jennifer.james@example.com,03/03/2025,08-08-2024,276.14,Home,USA
463,Christine Cox,christine.cox@example.com,2024/12/01,2024/12/28,407.94,Home,usa
442,Kimberly Perez,kimberly.perez@example.com,2025-03-29,2024/07/10,98.6,Electronic,france
456,William Peterson,william.peterson@example.com,18/04/2025,01-14-2025,493.03,Fashion,FRA
089,david clark,david.clark@example.com,29/04/2025,11-09-2024,234.5,Home,United States
165,Jennifer Carter,jennifer.carter@example.com,06-17-2025,11/08/2024,196.37,Electronics,United States
065,Frank Chang,frank.chang@example.com,03-05-2025,12/03/2025,294.89,Electronics,uk
064,Christopher Williams,christopher.williams@example.com,01-04-2025,28/03/2025,21.01,Home,usa
172,Steven Smith,steven.smith@example.com,06/10/2024,2025/01/12,445.69,Home,france
362,JONATHAN MOORE,jonathan.moore@example.com,23/05/2025,28/12/2024,320.88,Fashion,usa
140, leslie villanueva ,leslie.villanueva@example.com,25/08/2024,10/05/2025,208.66,Fashion,France
494,Corey Irwin,corey.irwin@example.com,10/06/2025,2024-09-09,262.92,Electronic,France
496,Mark Wood,mark.wood@example.com,04-29-2025,2024/07/15,31.3,Home,France
367,Dale Jordan,dalejordan@@example.com,09-22-2024,11-22-2024,264.14,Electronics,UK
216,Deanna Fields,,2025-05-27,10-25-2024,155.44,Electronics,uk
198, Kelly Kane ,kelly.kane@example.com,2024-08-23,2025/02/24,208.18,Electronics,United Kingdom
200,Connie Wolf,connie.wolf@example.com,10-07-2024,08/09/2024,107.05,Home,United Kingdom
242,Jaime Benitez,jaime.benitez@example.com,17/08/2024,,437.53,Home,france
051,Phillip Davis,phillip.davis@example.com,03-28-2025,18/04/2025,392.24,Home,UK
283,Cole Oconnor,cole.oconnor@example.com,2025/02/06,2025/03/12,123.73,electronics,United States
097,Carrie Sosa,carrie.sosa@example.com,05-16-2025,2025/05/10,406.47,Electronics,United States
256,KELSEY BURGESS,kelsey.burgess@example.com,05/02/2025,03/10/2024,7247.54,Electronics,usa
158,kimberly richardson,kimberly.richardson@example.com,2024/07/31,,97.08,Home,usa
491,Phillip Miller,phillip.miller@example.com,10-23-2024,2025-02-21,132.84,Fashion,usa
114, stephanie johnson ,stephanie.johnson@example.com,23/07/2024,,459.84,Home,
411,Casey Wilkinson,casey.wilkinson@example.com,2024-10-20,2025-05-14,258.7,Home,usa
023,MICHELLE PHILLIPS,michelle.phillips@example.com,27/02/2025,,289.46,Fashio,France
356,Eugene Stanton,eugenestanton@@example.com,2024/10/08,,403.41,home,UK
296, Mr. Roger Young ,mr..roger.young@example.com,11/12/2024,2025-01-24,300.76,Fashion,uk
392,Becky Ruiz,becky.ruiz@example.com,2025-06-30,2025/05/31,-92.9,Fashion,uk
052,Cole Merritt,cole.merritt@example.com,01/09/2024,2025/06/14,110.19,Fashion,FRA
345,BARBARA LESTER,barbara.lester@example.com,2024/07/12,2025/06/18,290.2,Home,France
296,Larry Hall,larry.hall@example.com,26/04/2025,2025/04/25,58.94,Home,uk
330,Stanley Clark,stanley.clark@example.com,2025-05-24,2025-01-23,273.52,Hom,France
276,Julie Smith,julie.smith@example.com,09-11-2024,12/08/2024,274.77,fashion,USA
497,Richard Pierce,richard.pierce@example.com,2025-01-28,2024-08-20,387.69,Home,FRA
217,Aaron Montgomery,aaron.montgomery@example.com,2024-07-15,,282.17,Electronics,FRA
005,Mark Adams,mark.adams@example.com,12-05-2024,09/03/2025,43.92,Electronics,France
167,Justin Sellers,justin.sellers@example.com,11-30-2024,07-17-2024,460.03,home,France
281,Melissa Robinson,melissa.robinson@example.com,13/02/2025,2024-08-06,51.35,Electronic,France
218,Daniel Simmons,daniel.simmons@example.com,02-01-2025,14/06/2025,186.4,Electronics,france
417,ROBERT CHAMBERS,robert.chambers@example.com,13/09/2024,2023-13-40,-88.94,Home,United States
203, MATTHEW MORRIS ,matthew.morris@example.com,14/08/2024,2025/04/23,314.59,Home,france
399,Theresa Hayes,theresa.hayes@example.com,18/02/2025,02/09/2024,85.3,Fashion,UK
044,Bryan Anderson,bryan.anderson@example.com,2024-08-12,2023-13-40,103.75,Fashion,usa
216,Edward Allen,edward.allen@example.com,2024-08-21,12/07/2024,4667.42,Fashion,United States
008,Lindsey White,lindsey.white@example.com,2024-09-08,2024/12/14,414.57,home,uk
272,Julie Moore,julie.moore@example.com,2024-09-13,11-28-2024,-90.39,Home,United Kingdom
121,Jane Cruz,jane.cruz@example.com,2024/07/22,2024-07-08,275.49,Electronics,usa
184,Monica Hicks,monica.hicks@example.com,30/11/2024,03-27-2025,151.37,Fashion,france
290, Taylor Rodriguez ,taylor.rodriguez@example.com,2024-11-12,12-26-2024,-66.38,Electronics,France
426,William Wilkins,william.wilkins@example.com,2024/11/18,2024/08/08,233.79,Fashion,FRA
021,Melissa Myers,melissa.myers@example.com,2025-05-03,05-09-2025,281.19,Home,UK
497,Sara Morgan,sara.morgan@example.com,2024/10/08,2025-04-24,139.66,Home,United Kingdom
043,ray morris,raymorris@@example.com,05/09/2024,01-24-2025,464.91,Electronics,United Kingdom
,Wesley Ryan,wesley.ryan@example.com,2025/02/24,2025/03/18,281.33,Electronics,United States
,andrew sanchez,andrew.sanchez@example.com,09/07/2024,2025/01/31,321.92,Electronics,UK
462,Maria Gonzalez,mariagonzalez@@example.com,2025/01/11,2024/11/08,395.03,electronics,United States
194,Jasmine Bradley,jasmine.bradley@example.com,2025-02-15,05/10/2024,213.23,electronics,France
381, donna gibbs ,donna.gibbs@example.com,06-25-2025,2024-12-23,350.9,Home,UK
150,Courtney Farrell,courtneyfarrell@@example.com,2024-08-21,01-22-2025,274.02,Fashion,UK
283,Michael Rodgers,michael.rodgers@example.com,2025/04/28,2024/09/29,369.08,Electronics,uk
198,Luke Rojas,luke.rojas@example.com,07-17-2024,06/10/2024,163.81,Electronics,United Kingdom
045,GABRIEL LEWIS,gabriellewis@@example.com,12-16-2024,2025/05/08,-64.04,Fashion,FRA
389,April Gill,april.gill@example.com,2024-12-04,2023-13-40,127.54,Home,United States
491,Crystal Cunningham,crystal.cunningham@example.com,09/11/2024,15/08/2024,196.12,fashion,france
375,Cristian Dickson,cristian.dickson@example.com,2025/05/07,06-18-2025,282.59,fashion,United States
475,Brandon Pitts,brandon.pitts@example.com,2024/09/05,2024/10/10,446.7,Home,UK
023,John Dunn,john.dunn@example.com,2024-12-09,01/08/2024,140.5,Home,france
370,Alicia Walker,alicia.walker@example.com,2025-01-14,04/02/2025,322.93,Home,USA
293,PHILIP HUBBARD,philip.hubbard@example.com,10-15-2024,03-28-2025,90.78,Electronics,UK
230, Michael Potts ,,24/03/2025,09-27-2024,417.04,Home,usa
003,Danielle Williamson,danielle.williamson@example.com,2024-11-07,,244.46,Fashion,UK
327,Paul Weiss,paul.weiss@example.com,2025-04-18,07/09/2024,104.9,Fashion,FRA
232, Jason Wilson ,jason.wilson@example.com,2024/11/26,2025/06/29,273.07,Electronics,usa
097,Timothy Bell,timothy.bell@example.com,10/12/2024,21/05/2025,250.88,Fashion,United Kingdom
478,Sara Meyer,sara.meyer@example.com,2023-13-40,2025-06-05,29.27,Home,France
141,tanya morris,tanya.morris@example.com,2025/02/03,11/05/2025,441.19,Home,uk
331,Anthony King,anthony.king@example.com,02/04/2025,2024-10-01,35.93,Electronics,USA
227, JONATHAN THOMPSON ,jonathan.thompson@example.com,2024/11/18,,296.7,fashion,United Kingdom
076,Bruce Cox,bruce.cox@example.com,2025/05/15,2025/04/03,-58.25,Fashion,FRA
161,Marc Werner,,01-27-2025,2024-07-15,454.75,Fashion,UK
310,Katherine Roberts,katherine.roberts@example.com,05-05-2025,10-30-2024,374.83,Home,USA
135,Alyssa Villanueva,alyssa.villanueva@example.com,17/05/2025,2024/09/04,86.11,Fashion,United States
281,Joseph Santos,joseph.santos@example.com,07-19-2024,2024-07-24,456.81,Electronics,FRA
419,Bryan Robinson,bryan.robinson@example.com,13/06/2025,2025-05-31,425.95,Home,United States
149,Bradley Allen,bradley.allen@example.com,2024/09/21,18/04/2025,333.41,Home,France
280,Seth Cooper,,02-12-2025,2024/10/23,458.86,Electronics,france
097,Christina Daniel,christina.daniel@example.com,2023-13-40,2025/05/09,479.51,Fashion,usa
396,MARY ELLIS,maryellis@@example.com,2024-08-19,21/03/2025,492.89,Fashion,United States
249,Ashlee Gibbs,ashlee.gibbs@example.com,2024-08-18,2024/07/03,46.26,Fashion,France
493,Deanna Burton,deannaburton@@example.com,2025-02-13,2024/08/23,407.54,Fashio,USA
444,Jessica Scott,jessica.scott@example.com,2024/11/16,08-11-2024,176.04,Electronics,United Kingdom
032,Mr. Brent Burns,mr..brent.burns@example.com,2025-05-14,2025/05/22,347.0,Home,France
167,Peggy Cruz,peggy.cruz@example.com,10-29-2024,08/05/2025,10.72,Hom,uk
184, Helen Deleon ,,2024-11-19,2024-07-21,462.78,Fashion,usa
315,Jesse Rice,jesse.rice@example.com,2025/04/21,28/07/2024,490.82,electronics,UK
318,anthony webster,anthony.webster@example.com,12-17-2024,02/08/2024,-47.35,Electronics,United States
168, Taylor Lewis ,taylor.lewis@example.com,14/09/2024,2025-05-09,407.36,Fashion,UK
052,philip adams,philip.adams@example.com,2025-04-14,2025/06/11,243.57,electronics,
292,Brendan Ross,brendan.ross@example.com,2024/12/14,06-20-2025,339.88,Electronics,USA
207,sharon clayton,,10-23-2024,2023-13-40,356.45,Home,USA
084,Steven Kline,steven.kline@example.com,2025/01/16,27/02/2025,464.77,Home,FRA
476,Mary Jones,mary.jones@example.com,10-23-2024,24/09/2024,383.6,Electronics,United Kingdom
016,Claudia Miller,claudia.miller@example.com,15/10/2024,2025-06-29,433.56,Fashion,france
169,David Bryant,david.bryant@example.com,2024-10-16,02-06-2025,188.95,Home,FRA
476,Lisa Edwards,lisa.edwards@example.com,10/02/2025,06-20-2025,318.8,Electronics,FRA
259, Scott Zimmerman ,scott.zimmerman@example.com,2024/09/27,22/03/2025,388.79,Fashion,United States
418, Michael Burns ,michael.burns@example.com,07-07-2024,03-20-2025,220.33,Home,uk
375,lori holmes,lori.holmes@example.com,2024-09-18,2025/02/16,460.57,Home,uk
382,Adrian Mcdonald,adrian.mcdonald@example.com,09-10-2024,2023-13-40,233.1,Fashion,France
492,Patrick Jenkins,patrick.jenkins@example.com,09/12/2024,2024-08-03,216.47,Home,France
436,Matthew Abbott,matthew.abbott@example.com,2025-03-01,08-19-2024,144.72,Electronics,france
156,Leslie Walker MD,leslie.walker.md@example.com,09-14-2024,2024/12/14,94.9,Home,UK
059,PAUL MEYERS,paul.meyers@example.com,13/11/2024,2024-09-12,26.21,Fashion,United Kingdom
325,Katherine Bowers,katherine.bowers@example.com,2025-06-29,25/09/2024,314.57,electronics,United States
482,Joseph Alexander,joseph.alexander@example.com,07-30-2024,,85.09,Home,United States
030,Megan Spence,megan.spence@example.com,2025/01/18,2025-05-10,475.14,Home,USA
116,David Olson,david.olson@example.com,06-22-2025,04-15-2025,314.72,Electronics,United States
015,Brandy Beasley,brandy.beasley@example.com,12-04-2024,25/03/2025,355.14,Home,FRA
201,Amanda Pope,amanda.pope@example.com,10-17-2024,2025-02-26,496.06,Electronics,france
155,Jessica Dodson,jessica.dodson@example.com,06/02/2025,20/04/2025,99.09,Electronics,uk
404,TRACY SCOTT,tracy.scott@example.com,06-24-2025,06/09/2024,386.55,Fashion,france
070,Hannah Coffey,hannahcoffey@@example.com,2025-05-08,11-14-2024,395.2,Hom,uk
374,Laurie Charles,laurie.charles@example.com,01-30-2025,22/07/2024,127.81,Home,United Kingdom
494,Grace Jones,gracejones@@example.com,06-08-2025,2025-01-14,52.48,Electronics,UK
484,Jordan Hunter,jordan.hunter@example.com,2025/03/06,10/09/2024,265.24,electronics,usa
475,Christopher Little,christopher.little@example.com,04-15-2025,08-20-2024,44.25,Fashion,United Kingdom
404, KELLY JACKSON ,kelly.jackson@example.com,2025/04/08,,28.09,electronics,France
004,molly russell,molly.russell@example.com,03-28-2025,19/08/2024,38.41,Electronics,FRA
329,Erin Carter,erin.carter@example.com,2023-13-40,05/10/2024,497.86,Fashion,usa
220,James Chavez,james.chavez@example.com,25/07/2024,05/01/2025,157.75,Home,UK
456, christopher sweeney ,christopher.sweeney@example.com,2025/02/20,2025/03/17,212.66,Fashion,UK
090,Dominique Herring,dominique.herring@example.com,25/07/2024,,459.06,Home,france
081,Rachel Thomas,rachel.thomas@example.com,2024/12/16,09-28-2024,485.5,Electronics,United Kingdom
368,Jennifer Ellis,jennifer.ellis@example.com,04/04/2025,2024-12-16,83.38,home,United Kingdom
164,Rebecca Miller,rebecca.miller@example.com,18/09/2024,2024-07-12,459.59,Fashion,USA
259, Jonathan Collins ,jonathan.collins@example.com,2023-13-40,02-04-2025,72.38,Electronics,United States
053,James Harper,,2024-07-19,07-27-2024,468.22,Electronics,usa
221,MARK SANTOS,mark.santos@example.com,2023-13-40,2023-13-40,248.3,Electronics,france
408,Regina Smith,regina.smith@example.com,02/11/2024,2025/01/30,186.24,Fashion,UK
079,Jason Farrell,jason.farrell@example.com,03-18-2025,2025/03/23,140.34,Fashion,uk
217, James Kelly ,james.kelly@example.com,2025-04-13,,311.97,Hom,france
228,Barbara Hernandez,barbara.hernandez@example.com,30/07/2024,2025-04-29,316.24,Home,United States
418,Colleen Cole,colleen.cole@example.com,19/05/2025,2025/04/23,435.61,Home,United Kingdom
484,John Cox,johncox@@example.com,09/03/2025,24/03/2025,351.9,fashion,usa
049,SHANNON KING,shannon.king@example.com,2024-09-26,2024/12/31,373.21,Electronics,usa
344,Kenneth Kim,kenneth.kim@example.com,06-28-2025,2024/08/27,171.51,Fashion,FRA
127,Tammy Martinez,tammy.martinez@example.com,04-16-2025,2024-12-17,481.51,Home,United Kingdom
075,Sarah Tate,sarah.tate@example.com,04/12/2024,03/07/2025,368.82,Fashion,France
324,Craig Nelson,craig.nelson@example.com,05-13-2025,2025/04/06,231.42,Fashion,uk
166,Pamela Smith,pamela.smith@example.com,17/11/2024,2025-03-02,409.91,Home,United States
087, Melinda Estes ,melinda.estes@example.com,09-17-2024,29/09/2024,439.65,Home,France
457,Haley Miller,haley.miller@example.com,06-19-2025,16/06/2025,-43.95,fashio,UK
215,Shelley Grant,shelley.grant@example.com,08-27-2024,04/05/2025,486.91,Home,UK
262,Diana Ramirez,diana.ramirez@example.com,2024/11/18,10/07/2024,492.48,Fashion,uk
014,Debbie Black,debbie.black@example.com,03-11-2025,13/02/2025,271.77,Fashion,United Kingdom
262,matthew hall,matthew.hall@example.com,01-27-2025,2024-07-30,454.61,Home,UK
029, Gabrielle Phillips ,gabrielle.phillips@example.com,06/09/2024,2025/04/20,328.68,Electronics,uk
410,Brett Guzman,brett.guzman@example.com,12-17-2024,30/10/2024,175.42,Electronics,France
,Kristina Ewing,kristina.ewing@example.com,2025-02-10,2025/05/22,204.95,Fashion,france
411,robert moody,robert.moody@example.com,2025/05/30,2025/06/05,127.6,Fashion,USA
247,Gina Burch,,07/12/2024,07/07/2024,244.27,Home,usa
148,Joseph Carter,joseph.carter@example.com,09-22-2024,04-06-2025,8644.82,Home,France
416,Justin Levy,justin.levy@example.com,10-13-2024,2025/01/11,339.59,Home,UK
356,Sheila Smith,sheila.smith@example.com,21/11/2024,05/11/2024,8854.89,Fashion,France
125, Darrell Curtis ,darrell.curtis@example.com,27/02/2025,2025/04/16,227.74,Electronics,france
369,Jennifer Hughes,jennifer.hughes@example.com,2024/11/17,2024/09/13,282.77,Fashion,USA
187,MICHAEL PETERSON,michael.peterson@example.com,2025/06/22,2025/05/22,5274.46,Fashion,uk
163,sherry thompson,sherry.thompson@example.com,2025/02/08,11-09-2024,338.35,Home,USA
015,STEVE FREEMAN,steve.freeman@example.com,2025-06-16,03-15-2025,234.56,Home,USA
341,Erica Gilbert,erica.gilbert@example.com,2025-04-07,01/03/2025,462.23,Home,USA
238,Keith Joseph DDS,,2024-11-16,02-12-2025,381.78,Home,UK
234,Jordan Griffin,jordan.griffin@example.com,2025/01/02,27/03/2025,338.33,Electronics,United Kingdom
384,Jose Preston,jose.preston@example.com,15/04/2025,2025-01-12,141.46,Home,United Kingdom
224,Richard Morales,richard.morales@example.com,2025-01-15,12-02-2024,467.89,Home,France
335,Linda Cruz,linda.cruz@example.com,12-17-2024,,190.63,Home,uk
318,Christina Murillo,christina.murillo@example.com,27/12/2024,11-03-2024,382.28,Electronics,France
286,Donna Elliott,donna.elliott@example.com,2025-04-13,24/02/2025,77.57,Fashion,france
127,Laura Wade,laura.wade@example.com,2024-12-25,02-14-2025,379.02,Home,United States
244,Aaron Briggs,aaron.briggs@example.com,2025-07-03,17/08/2024,333.69,Electronic,France
047,jason miller,jason.miller@example.com,2025/05/29,2024/07/28,426.52,Home,France
473,Micheal Martin,michealmartin@@example.com,02-01-2025,,218.36,Fashion,france
478,Vicki Sherman MD,vicki.sherman.md@example.com,05-28-2025,08-13-2024,83.56,Electronics,UK
248,Ashley Hubbard,ashley.hubbard@example.com,10-06-2024,2024-08-29,343.9,Fashion,USA
388,Jill Delgado,jill.delgado@example.com,06-28-2025,,258.76,Electronics,FRA
109,BARBARA BROWN,barbara.brown@example.com,10-17-2024,,7008.61,Fashion,United States
395,Kimberly Wood,kimberly.wood@example.com,2025-02-06,04-30-2025,369.83,Home,uk
234,Lori Watson,lori.watson@example.com,2023-13-40,2024-12-03,157.35,Electronics,UK
180,John Benton,john.benton@example.com,2025/02/07,,255.31,Home,USA
271,Debbie Ware,debbie.ware@example.com,2025-02-13,09-12-2024,492.13,Home,
461,Erik Ward,erik.ward@example.com,2025-02-11,17/06/2025,-23.09,electronics,France
196, Devin Johnson ,devin.johnson@example.com,11-29-2024,,311.27,Home,uk
258,John Lamb,john.lamb@example.com,2024/10/05,31/01/2025,299.56,Hom,usa
485,marissa thompson,marissa.thompson@example.com,2025-01-22,02-09-2025,210.97,Fashion,FRA
218,travis hayes,travis.hayes@example.com,2023-13-40,02/05/2025,224.33,Fashion,United Kingdom
475,Michael Watkins,michael.watkins@example.com,2025-05-04,01/02/2025,265.1,Electronics,UK
359,Marcus Richmond,marcus.richmond@example.com,05/05/2025,2025-01-30,25.95,Fashion,france
488, Kayla Williams ,,06/08/2024,2024/08/27,135.99,Electronics,France
363,Jeffrey Clark,jeffrey.clark@example.com,04-27-2025,10-01-2024,160.47,Fashion,usa
037,Todd Morton,todd.morton@example.com,2025-06-19,12-04-2024,11.93,Electronics,United Kingdom
310,Rhonda Wright MD,rhonda.wright.md@example.com,2024-08-26,07-06-2024,391.2,Electronics,france
365, angela wilson ,angela.wilson@example.com,26/05/2025,07-10-2024,283.4,Fashion,United Kingdom
019,Wendy Murphy,wendy.murphy@example.com,25/06/2025,,66.93,Home,FRA
054,Glenda Campos,glenda.campos@example.com,2024/12/16,,256.8,Electronics,
456,haley barnett,haley.barnett@example.com,08-08-2024,04-18-2025,252.49,Fashion,USA
034,Julie Hernandez,julie.hernandez@example.com,07-20-2024,2025/04/28,347.5,Home,UK
146,Samuel Kidd,samuel.kidd@example.com,19/10/2024,25/02/2025,146.94,Home,France
111,Timothy Thomas,timothythomas@@example.com,2025/04/01,07-04-2024,469.06,Home,USA
063,kayla cohen,kayla.cohen@example.com,2024-12-31,2024-11-01,300.99,Electronics,uk
218, robert johnson ,robert.johnson@example.com,2024/11/21,08/10/2024,307.88,Electronics,
017,Christopher Hardin,christopher.hardin@example.com,08/05/2025,11/01/2025,340.99,electronics,usa
457,Isaac Quinn,isaac.quinn@example.com,03/10/2024,08-02-2024,288.58,Home,FRA
041,Casey Brown,,06-17-2025,2024/08/26,196.88,fashion,France
268,sheryl rogers,sheryl.rogers@example.com,2025/01/09,25/10/2024,118.22,electronics,FRA
358,Jamie White,jamie.white@example.com,2025/01/24,2024-07-20,302.69,Electronics,France
008,Donald Ortiz,donald.ortiz@example.com,2025-06-22,01-09-2025,74.21,Fashion,USA
356,James Allen,james.allen@example.com,31/10/2024,07-16-2024,306.8,Fashion,United Kingdom
472,Clifford Robinson,clifford.robinson@example.com,2023-13-40,2024-11-26,442.76,Electronics,uk
308,Alvin Tucker,alvin.tucker@example.com,05-25-2025,2024/11/03,226.85,Home,usa
008,RICHARD HERRERA,richard.herrera@example.com,05-27-2025,08-27-2024,252.89,electronics,usa
390,Timothy Navarro,timothy.navarro@example.com,2024/10/26,04/11/2024,267.81,Home,
100,JESSICA SPENCER,jessica.spencer@example.com,2025/03/02,22/02/2025,487.23,Fashion,usa
413,Michael Nicholson,michael.nicholson@example.com,2024-08-12,09-29-2024,221.89,Fashion,france
,David Salinas,davidsalinas@@example.com,2024-09-13,,325.12,Electronics,FRA
, Michele Reid ,michele.reid@example.com,2025-01-09,,464.54,Electronics,france
